ballx,bally,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,l5x,l5y,l6x,l6y,l7x,l7y,l8x,l8y,l9x,l9y,l10x,l10y,r0x,r0y,r1x,r1y,r2x,r2y,r3x,r3y,r4x,r4y,r5x,r5y,r6x,r6y,r7x,r7y,r8x,r8y,r9x,r9y,r10x,r10y,action
0.007148972561306523,0.4129257018137583,1.0023111801483915,89.595531581477,0.46075927499450653,63.19583488560007,0.4903331288336688,81.57898609370969,0.5019663299745253,96.53381624982966,0.4584259318570617,114.93198691139786,0.2110574656514393,57.249183412306245,0.25491768975180973,88.43614786949388,0.19814360351251287,120.07741314162494,0.22013922736895125,1.3052875512744353,0.0,0.0,0.03729599281312235,332.20343993736776,0.9931831171298853,270.4081858360954,0.4599600820152786,245.28915157075681,0.49752544733206583,263.4386368851325,0.49730855449657035,278.1946138743398,0.46216419797900277,296.52798706786416,0.19980055811436434,241.63160059078493,0.2565837836485799,271.57374157063657,0.20342658694937002,304.03332770329376,0.21288531903550217,180.63554263303206,0.033940919812490755,282.03253055776696,0.22355803144864936,358.1272292245092,5
0.005450080691767418,0.4152347190745758,0.9968210514133915,89.72561906912281,0.45411733321775516,62.971769111895526,0.482707949235199,81.6675767098959,0.4973051080008313,96.88752917943573,0.4545443904387917,115.60376390061681,0.20482095208736556,57.09364788548825,0.2480361501971563,88.94047638838687,0.1931701218077582,121.42134140355935,0.21406573934873477,1.2700365641346423,0.0,0.0,0.039780386584125596,321.79645231130957,0.9830728243852238,270.2782181140645,0.4535392948372213,244.59376811059278,0.4890754001304245,263.06566997057763,0.48780975779294133,278.06128795039535,0.4529492363781428,296.77842421337846,0.19323035632842026,240.22637549337023,0.24715853354607684,271.1003653136135,0.19353878572236782,305.0010976617314,0.2157717200581106,178.5296964127508,0.024957591725519764,281.15956429418577,0.21992754954045896,358.6722858251591,4
0.006114831014276139,0.4172853641301372,0.9911562590331447,89.84100874218682,0.44789860368342954,62.71373276984659,0.4759755185452034,81.73582880251013,0.492435298486194,97.23614338959126,0.4506095889325936,116.2770327929395,0.19844849998990186,56.86391202987753,0.24154148541495737,89.41628338158654,0.18844910866393189,122.7222707732861,0.2079410665553745,0.9688764038625542,0.0,0.0,0.04087107600459416,313.7692821544986,0.9711903163667038,270.1622611431226,0.44461280538193393,243.76232729231734,0.4780436242953853,262.67615862724233,0.47585960661651994,277.99807583363804,0.4415978282200051,297.21795835257353,0.18460607022496994,238.0495446133009,0.23528521209086944,270.67502275755754,0.18223702795463215,306.49921051813527,0.21904415882459263,175.75713006391922,0.016354703925455804,282.92624766013034,0.2162653946696704,0.05759947429150707,4
0.01879865416357817,0.4172654794079342,0.9531565195782542,89.8109028617971,0.42752014266536614,61.746654637772465,0.4566545216259696,81.60294565737233,0.45281074510083763,97.63486371963761,0.418967283232919,117.8912948661572,0.1694764858012767,52.43733634951229,0.21282057496497822,89.1809808418987,0.16018247440283567,129.49769596800428,0.22844760308936782,350.34936561122623,0.0,0.0,0.20841682139039766,184.64339242181745,0.9949166624141658,270.181192199822,0.44827334398916724,243.42746793623718,0.4780372421352086,262.4211365398851,0.4971650795937659,277.90525308687637,0.45688574765773515,296.87446944752645,0.19817894845825865,239.1179312104773,0.24496784924648293,270.94097136659224,0.19500745395700578,303.8994385283116,0.19935305705019454,182.9832271853969,0.011861333617470327,295.8956519682548,0.0292818893847981,130.32025158943316,5
0.047839993577045964,0.3767124962900782,0.9635015812335381,87.472988802063,0.38223734070884074,50.75595496165344,0.38250893291018867,74.01085846238817,0.36367020222185786,92.97328109876162,0.3262022403186898,118.2946880099127,0.14703373742006898,18.984692538529714,0.13359989833783614,71.86395125695434,0.06497699434525375,142.22179331722506,0.29767326156153895,335.79445974925136,0.0,0.0,0.1551474998247761,184.50548119059553,0.9131263315330506,272.7481962153264,0.35666726476043753,241.51215289294475,0.38693808522160744,266.09224413225854,0.42631687262273205,285.2190362462661,0.4119539433752611,308.4966654369181,0.10172340332301727,238.05353068911262,0.17197923363301326,290.06696347673414,0.18075124279558008,334.64822173175367,0.1599788484551838,157.51531331724527,0.013212401981614729,349.7337930550913,0.020555556250246965,84.65369791602943,5
0.05357277228506309,0.37089170141818173,0.9629503142519633,87.12172712955525,0.3749683783269993,48.72570049704457,0.3702275357022852,72.60957519876855,0.34888043372511285,92.15918977392903,0.31039091091603144,118.41439072232943,0.14699156706224414,13.069197035181753,0.12173176131330497,67.53530113290299,0.054136702318842836,147.05974033882464,0.30956814529209403,333.7655366734717,0.0,0.0,0.14897754336528576,182.9285123398208,0.9006645221489528,273.1603437065302,0.34331977929962765,241.10034764580183,0.3736570640713857,266.75954143220264,0.41569485767120423,286.48188383051024,0.40657923422557013,310.4115230369675,0.08940349437284771,236.74716052381206,0.16342065864541702,294.2472372361633,0.1830693636570076,339.31843364065924,0.1604779821264827,152.66001201894366,0.011908750574039643,346.1990268565078,0.017703329293190503,83.76943358303853,9
0.057388079859943965,0.3663087423505993,0.9627032226861153,86.854968405304,0.3685143747685855,46.965612294003066,0.35947988699441713,71.43218696021711,0.3360757124297688,91.51417035515635,0.2965862504026555,118.4242227041482,0.1470320564113224,8.07069430302808,0.11168130386586811,63.50185188559667,0.047094520921628545,154.322010441869,0.3195556210977003,332.04179406832935,0.0,0.0,0.14429312583527942,181.64294347918576,0.8859916823031249,273.5059356071274,0.32880499876345126,240.26759433147456,0.35837440936355613,267.2351890822382,0.40273493531499427,287.71035769720726,0.39911043632617504,312.4346684604365,0.07929596900533604,232.74854183091813,0.1532360554231904,298.7939003810194,0.18504505149521822,344.356284601457,0.16507618483388758,147.5904040709241,0.00902405817261569,348.548954170565,0.0167383883982325,89.28288773408305,9
0.05209709353975074,0.46979933125588674,0.87005163394384,93.26285850902104,0.3177636271114756,57.78476683640846,0.3419954922772449,86.19248744725422,0.38543963477496884,107.79517344732238,0.3840948950874965,133.67093486060526,0.07694229000943337,42.45878953854897,0.13774585920978408,121.13734221821235,0.17993873017070383,169.14386666768925,0.17987124954778627,324.3622555259822,0.0,0.0,0.021155177279283746,302.34422408579076,0.9606500463353325,267.13247506733563,0.35695481379129523,226.34689690925072,0.34721402906631127,251.70505900076944,0.32501903628227147,272.4563459181911,0.2883749682423467,299.77107201879835,0.1387991376471915,183.96320771894665,0.09904247667412479,243.85814228306032,0.0505393058270613,345.99032596378044,0.32096166296028295,149.81292290897932,0.008603554922116792,2.597658516909139,0.1488946727168423,0.43014911678919926,2
0.06290183297619346,0.35836877840414266,0.9597096953379209,86.394467187129,0.35869997912263324,43.928326387614305,0.34218532760202236,69.39780899568288,0.3152416410289686,90.39329849059821,0.2734375912514105,117.83102843880313,0.14804421972755138,0.15564479233025236,0.09631786016534544,55.85565824413215,0.039554442574376035,172.23498368948137,0.33645813889848736,329.4063169125179,0.0,0.0,0.13666932009152055,179.4061922172589,0.8575087925228609,274.1341581113099,0.29634800197579786,237.6193544418683,0.32284113340290216,268.0079209231193,0.37184072175088084,290.44239976606536,0.37957245013900126,316.93944120828854,0.06569480393968667,221.1448655708763,0.13127782374266783,310.65781937309276,0.19367141813593375,355.1198752858899,0.1838777368232219,138.1117738401404,0.009300173403733864,25.343986379307797,0.020956498232011133,107.09519208290189,15
0.06633785934920038,0.35407232056978943,0.9571876777049209,86.13125462503163,0.355213105479159,42.42084106792767,0.3348325618105107,68.33204886631906,0.30599653940263044,89.75167662826304,0.2640934066525494,117.10122649638038,0.14932512093046219,356.7925245893774,0.0911735605073663,51.51685021763453,0.03814711021823978,182.21932458553817,0.34500494042926455,328.38098791234023,0.0,0.0,0.13297045794323123,179.28780052176066,0.8474523427604278,274.46622151965204,0.27886129800970955,236.03294005033007,0.3038194655317401,268.51427261359987,0.35556011680889704,292.07781166370773,0.37040622107938925,319.2801739183836,0.06220306251383709,215.48137006450543,0.12251093127001543,318.60900838188473,0.2018174742059827,0.19989842080032214,0.19610932945946835,134.28929421582302,0.011128398042686553,40.577838209454384,0.02150035586929063,114.34244670848098,5
